p_slow,num_segments,mean_speed,std_speed,mean_speed_variability,mean_flow,std_flow,mean_flow_variability,flow_cv,mean_shockwave_frequency,pct_unstable_roads
0.0,16,91.125,40.35913000796722,0.0,0.2214902877403211,0.06719798834424331,3.122502256758253e-17,1.4097693802353657e-16,0.0,0.0
0.1,16,83.12788829736441,42.409607689326876,5.258094318313015,0.21620745255775814,0.06330672906647637,0.01017680952135532,0.04706965185964931,9.5,50.0
0.2,16,75.32348441080978,43.71524240610218,7.31509913010909,0.2048932147269595,0.05590186832608636,0.017616406428728724,0.08597847640881778,10.4375,56.25
0.3,16,68.9558711802903,44.81811228732519,8.346561148942799,0.1913416485294855,0.04708579332257669,0.024000067961328735,0.12543044415983673,13.3125,68.75
0.4,16,60.14585243983957,42.91559540212704,10.521442995270895,0.17479541879829458,0.03927793799692985,0.028158832858564527,0.16109594320122572,14.375,75.0
0.5,16,52.284942549178766,42.270908670087046,10.727192287155031,0.15479717481912686,0.029463050685099405,0.03257936096117772,0.21046482921439075,14.4375,75.0
