p_slow,num_segments,mean_speed,std_speed,mean_speed_variability,mean_flow,std_flow,mean_flow_variability,flow_cv,mean_shockwave_frequency,pct_unstable_roads
0.0,16,91.125,40.35913000796722,0.0,0.2214902877403211,0.06719798834424331,3.122502256758253e-17,1.4097693802353657e-16,0.0,0.0
0.1,16,83.53523380204354,42.10805736367423,5.137919426115494,0.21749430174490225,0.06413498028799738,0.008770790186173816,0.04032652862998233,7.5625,50.0
0.2,16,75.63176749904508,43.860123683322,6.788759024503566,0.20548737302001754,0.05628120347547927,0.01732179749951937,0.08429616499030317,10.4375,62.5
0.3,16,68.37563846447671,44.23985335956937,8.978061070326765,0.1901709157997491,0.046436905502125904,0.024592244885216746,0.12931654023853206,12.875,68.75
0.4,16,60.94029033374713,43.331038723869966,10.220704719858865,0.17501465178018838,0.0386835786373227,0.029051916535454157,0.16599705361778647,14.5,75.0
0.5,16,51.27171783088235,40.718611974578444,10.786837935128734,0.1570057476649389,0.03187702448587562,0.03131295765112384,0.19943828883225248,14.125,75.0
