T,mean_speed,std_speed,speed_ratio,mean_flow,flow_cv,shockwave_frequency,mean_headway,headway_compliance
0.5,100.53493668118065,1.7229468124496858,0.9308790433442653,0.8377911390098387,0.011295735332446837,80,2.360664277614848,4.721328555229696
1.0,86.16082497176893,1.487077588533327,0.7977854164052679,0.718006874764741,0.0023746970489752282,80,2.7372185963694244,2.7372185963694244
1.5,68.9799358383787,2.914944524058815,0.6387031096146175,0.5748327986531557,0.0026340808383035867,80,3.45367218013681,2.302448120091207
2.0,54.99092849553627,3.597292512543968,0.5091752638475581,0.4582577374628022,0.006018042263810607,80,4.341628934669507,2.1708144673347536
2.5,44.78190441854975,5.41534470836851,0.4146472631347199,0.37318253682124786,0.005740570998245667,80,5.337670185395202,2.135068074158081
3.0,37.69349748462869,6.216666574242183,0.34901386559841385,0.3141124790385724,0.0053586628709640875,80,6.276063728723117,2.092021242907706
